Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
0.5132104436904666,-0.5625650713078432,1.5353275538203464,-1.6146455882202615,-0.452934933615041,1.5619278751354655,0.5841617709879359,1.235875407547138,0.9894788039321054,0.8298264381830731,-0.004097318487828837
-0.694197701610293,1.246067028913398,1.097145397507715,-0.7321389026562305,0.5244393072964942,1.2120038830471573,1.3863001947443427,1.235875407547138,0.9894788039321054,0.031178652608341684,-0.004097318487828837
1.4627737283931175,-1.536443894503896,-1.0937653840554427,-1.4541898272086196,-0.17368515049745947,-1.2374640615709995,-0.9145705470832457,0.016101979252242785,0.9894788039321054,-0.8626925227849154,-1.2308539847841944
1.5175933087980573,-0.9799417098204372,-1.5319475403680742,-0.9567769680725293,0.3848144157377036,1.2120038830471573,1.243815079998139,0.016101979252242785,0.9894788039321054,-1.3265225828687017,1.2226593478085366
-0.35481215860081644,-1.119067255991302,0.22078108488245196,1.032874468471832,-1.011434499850204,0.512155898870541,-0.44489739106798104,1.235875407547138,0.9894788039321054,-0.8719076895415468,-1.2308539847841944
0.7525984606346511,-0.5625650713078432,1.5353275538203464,1.4821505993044297,,1.5619278751354655,0.7424785651503846,0.016101979252242785,0.9894788039321054,0.43050254539570737,1.2226593478085366
-0.7198169025030539,-0.8408161636495725,0.22078108488245196,-0.379136228430618,-1.7095589576441579,0.8620798909588492,-0.9462339059157355,0.016101979252242785,-1.010633068668156,-0.10090540423671006,-0.004097318487828837
-1.5903187823000882,1.1069414827425332,0.6589632411950835,1.4821505993044297,0.9433139819728665,,,1.235875407547138,-1.010633068668156,0.8113961046698102,-0.004097318487828837
1.6236512909885188,1.3851925750842626,0.6589632411950835,-0.8765490875667082,0.3848144157377036,-1.5873880536593077,-1.0781645677177762,0.016101979252242785,-1.010633068668156,-0.2391329055861828,-1.2308539847841944
-1.0619571982966984,1.663443667425992,-1.0937653840554427,-0.042179130306169696,1.2225637650904482,-0.8875400694826915,-0.21269942629638958,-1.2036714490426526,0.9894788039321054,0.7530333818778105,-1.2308539847841944
1.2443218326086087,1.246067028913398,-1.0937653840554427,0.5996439137403985,-1.4303091745265764,1.2120038830471573,-0.6084914117025115,-1.2036714490426526,-1.010633068668156,1.5977570012356996,-0.004097318487828837
-0.03774011314309927,-0.5625650713078432,1.097145397507715,1.4821505993044297,,0.8620798909588492,-0.8195804705857765,1.235875407547138,-1.010633068668156,1.686836946549804,-0.004097318487828837
0.14214524366306,1.3851925750842626,0.22078108488245196,0.5194160332345774,-1.5699340660853671,0.512155898870541,-0.8881844147228376,-1.2036714490426526,0.9894788039321054,0.17862132071444595,-0.004097318487828837
-0.4223036018129283,0.13306265954648028,1.5353275538203464,0.3108235439194428,1.5018135482080295,0.1622319067822329,1.1329933240844248,1.235875407547138,-1.010633068668156,-1.286590193589965,-1.2308539847841944
-1.1578225951857388,-0.5625650713078432,1.097145397507715,-0.860503511465544,0.3848144157377036,-1.2374640615709995,-0.7879171117532867,1.235875407547138,0.9894788039321054,-1.280446749085544,1.2226593478085366
-1.415116505227014,0.13306265954648028,-1.5319475403680742,1.4821505993044297,0.10556463262012204,,,0.016101979252242785,-1.010633068668156,-1.3142356938598596,1.2226593478085366
0.783176216538914,1.3851925750842626,1.5353275538203464,-0.7160933265550663,0.5244393072964942,0.8620798909588492,1.0802210593636086,-1.2036714490426526,0.9894788039321054,1.5117487781738055,-0.004097318487828837
1.5859111778454196,0.272188205717345,1.097145397507715,1.4821505993044297,,1.5619278751354655,1.5340625359626283,1.235875407547138,0.9894788039321054,-1.3879570279129119,1.2226593478085366
